Protein	Protein ID	Entry Name	Gene	Length	Is Decoy	Is Contaminant	Organism	Protein Description	Protein Existence	Coverage	Protein Probability	Top Peptide Probability	Protein Qvalue	Total Peptides	Unique Peptides	Razor Peptides	Total Spectral Count	Unique Spectral Count	Razor Spectral Count	Total Intensity	Unique Intensity	Razor Intensity	Razor Assigned Modifications	Razor Observed Modifications	Indistinguishable Proteins
sp|O73885|HSP7C_CHICK	O73885	HSP7C_CHICK	HSPA8	646	FALSE	FALSE	Gallus gallus	Heat shock cognate 71 kDa protein	1:Experimental evidence at protein level	3.25	1	0.999	0	2	0	1	2	0	1	527596.56	0	238078.45	1C(57.0215)	NA	NA
sp|O73930|PHS_CHICK	O73930	PHS_CHICK	PCBD1	104	FALSE	FALSE	Gallus gallus	Pterin-4-alpha-carbinolamine dehydratase	2:Experimental evidence at transcript level	7.69	1	0.9984	0	1	0	1	1	0	1	2996240.5	0	2996240.5	NA	NA	tr|A0A8V0ZCW6|A0A8V0ZCW6_CHICK, tr|A0A8V0ZDX6|A0A8V0ZDX6_CHICK
sp|O93510|GELS_CHICK	O93510	GELS_CHICK	GSN	778	FALSE	FALSE	Gallus gallus	Gelsolin	2:Experimental evidence at transcript level	14.65	1	0.999	0	7	0	7	9	0	9	9385458	0	9385458	29C(57.0215)	NA	tr|A0A8V1A570|A0A8V1A570_CHICK, tr|A0A8V1AA30|A0A8V1AA30_CHICK, tr|A0A8V1ACT8|A0A8V1ACT8_CHICK, tr|A0A8V1ACU4|A0A8V1ACU4_CHICK, tr|A0A8V1AHE5|A0A8V1AHE5_CHICK
sp|P00337|LDHB_CHICK	P00337	LDHB_CHICK	LDHB	333	FALSE	FALSE	Gallus gallus	L-lactate dehydrogenase B chain	1:Experimental evidence at protein level	26.13	1	0.999	0	8	8	8	9	9	9	25973824	25973824	25973824	6C(57.0215),N-term(42.0106),4K(15.9949)	NA	NA
sp|P00356|G3P_CHICK	P00356	G3P_CHICK	GAPDH	333	FALSE	FALSE	Gallus gallus	Glyceraldehyde-3-phosphate dehydrogenase	2:Experimental evidence at transcript level	4.2	1	0.999	0	1	1	1	1	1	1	411629.94	411629.94	411629.94	13C(57.0215)	NA	NA
sp|P00565|KCRM_CHICK	P00565	KCRM_CHICK	CKM	381	FALSE	FALSE	Gallus gallus	Creatine kinase M-type	1:Experimental evidence at protein level	23.88	1	0.999	0	7	7	7	9	9	9	7377747	7377747	7377747	8C(57.0215),8C(57.0215)	NA	NA
sp|P00940|TPIS_CHICK	P00940	TPIS_CHICK	TPI1	248	FALSE	FALSE	Gallus gallus	Triosephosphate isomerase	1:Experimental evidence at protein level	10.48	1	0.999	0	2	2	2	2	2	2	375334.75	375334.75	375334.75	NA	NA	NA
sp|P01038|CYT_CHICK	P01038	CYT_CHICK	NA	139	FALSE	FALSE	Gallus gallus	Cystatin	1:Experimental evidence at protein level	7.91	1	0.999	0	1	0	1	1	0	1	705867.3	0	705867.3	NA	NA	tr|R4GLT1|R4GLT1_CHICK
sp|P01994|HBA_CHICK	P01994	HBA_CHICK	HBAA	142	FALSE	FALSE	Gallus gallus	Hemoglobin subunit alpha-A	1:Experimental evidence at protein level	10.56	1	0.999	0	1	0	1	1	0	1	3355825	0	3355825	NA	NA	NA
sp|P02001|HBAD_CHICK	P02001	HBAD_CHICK	HBAD	141	FALSE	FALSE	Gallus gallus	Hemoglobin subunit alpha-D	1:Experimental evidence at protein level	21.99	1	0.999	0	2	0	2	2	0	2	2319834.2	0	2319834.2	NA	NA	tr|A0A8V0Z399|A0A8V0Z399_CHICK
sp|P02112|HBB_CHICK	P02112	HBB_CHICK	HBB	147	FALSE	FALSE	Gallus gallus	Hemoglobin subunit beta	1:Experimental evidence at protein level	21.77	1	0.999	0	3	0	3	3	0	3	5528225	0	5528225	6C(57.0215)	NA	NA
sp|P02197|MYG_CHICK	P02197	MYG_CHICK	MB	154	FALSE	FALSE	Gallus gallus	Myoglobin	1:Experimental evidence at protein level	7.14	1	0.999	0	1	1	1	1	1	1	1105591.9	1105591.9	1105591.9	NA	NA	NA
