Protein	Protein ID	Entry Name	Gene	Length	Is Decoy	Is Contaminant	Organism	Protein Description	Protein Existence	Coverage	Protein Probability	Top Peptide Probability	Protein Qvalue	Total Peptides	Unique Peptides	Razor Peptides	Total Spectral Count	Unique Spectral Count	Razor Spectral Count	Total Intensity	Unique Intensity	Razor Intensity	Razor Assigned Modifications	Razor Observed Modifications	Indistinguishable Proteins
sp|O73885|HSP7C_CHICK	O73885	HSP7C_CHICK	HSPA8	646	FALSE	FALSE	Gallus gallus	Heat shock cognate 71 kDa protein	1:Experimental evidence at protein level	1.55	1	0.999	0	1	0	1	1	0	1	384493.8	0	384493.8	1C(57.0215)	NA	NA
sp|O73930|PHS_CHICK	O73930	PHS_CHICK	PCBD1	104	FALSE	FALSE	Gallus gallus	Pterin-4-alpha-carbinolamine dehydratase	2:Experimental evidence at transcript level	9.62	1	0.9984	0	1	0	1	1	0	1	3105268.5	0	3105268.5	NA	NA	tr|A0A8V0ZCW6|A0A8V0ZCW6_CHICK, tr|A0A8V0ZDX6|A0A8V0ZDX6_CHICK
sp|O93510|GELS_CHICK	O93510	GELS_CHICK	GSN	778	FALSE	FALSE	Gallus gallus	Gelsolin	2:Experimental evidence at transcript level	5.01	1	0.999	0	3	0	3	4	0	4	6424850.5	0	6424850.5	NA	NA	tr|A0A8V1A570|A0A8V1A570_CHICK, tr|A0A8V1AA30|A0A8V1AA30_CHICK, tr|A0A8V1ACT8|A0A8V1ACT8_CHICK, tr|A0A8V1ACU4|A0A8V1ACU4_CHICK, tr|A0A8V1AHE5|A0A8V1AHE5_CHICK
sp|P00337|LDHB_CHICK	P00337	LDHB_CHICK	LDHB	333	FALSE	FALSE	Gallus gallus	L-lactate dehydrogenase B chain	1:Experimental evidence at protein level	29.73	1	0.999	0	8	8	8	9	9	9	13685448	13685448	13685448	13C(57.0215),13C(57.0215),6C(57.0215)	NA	NA
sp|P00565|KCRM_CHICK	P00565	KCRM_CHICK	CKM	381	FALSE	FALSE	Gallus gallus	Creatine kinase M-type	1:Experimental evidence at protein level	17.59	1	0.999	0	5	5	5	5	5	5	2559362.8	2559362.8	2559362.8	8C(57.0215)	NA	NA
sp|P01038|CYT_CHICK	P01038	CYT_CHICK	NA	139	FALSE	FALSE	Gallus gallus	Cystatin	1:Experimental evidence at protein level	7.91	1	0.999	0	1	0	1	1	0	1	431920.5	0	431920.5	NA	NA	tr|R4GLT1|R4GLT1_CHICK
sp|P02263|H2A4_CHICK	P02263	H2A4_CHICK	NA	129	FALSE	FALSE	Gallus gallus	Histone H2A-IV	1:Experimental evidence at protein level	21.71	1	0.999	0	2	0	2	3	0	3	28799436	0	28799436	NA	NA	sp|P35062|H2A3_CHICK, sp|P70082|H2AJ_CHICK, tr|A0A8V0Y8M9|A0A8V0Y8M9_CHICK, tr|A0A8V0YEW2|A0A8V0YEW2_CHICK, tr|A0A8V0YH12|A0A8V0YH12_CHICK, tr|A0A8V0YH91|A0A8V0YH91_CHICK, tr|A0A8V0YLZ9|A0A8V0YLZ9_CHICK
sp|P02272|H2AV_CHICK	P02272	H2AV_CHICK	H2AZ2	128	FALSE	FALSE	Gallus gallus	Histone H2A.V	1:Experimental evidence at protein level	7.03	1	0.9989	0	1	0	0	1	0	0	25867082	0	0	NA	NA	sp|Q5ZMD6|H2AZ_CHICK, tr|A0A8V0XGQ4|A0A8V0XGQ4_CHICK, tr|A0A8V0Z9F2|A0A8V0Z9F2_CHICK
sp|P02457|CO1A1_CHICK	P02457	CO1A1_CHICK	COL1A1	1453	FALSE	FALSE	Gallus gallus	Collagen alpha-1(I) chain	1:Experimental evidence at protein level	30.63	1	0.999	0	30	0	29	56	0	54	1999182080	0	1999182080	10P(15.9949),10P(15.9949),10P(15.9949),10P(15.9949),4P(15.9949),10P(15.9949),4P(15.9949),11M(15.9949),3P(15.9949),9P(15.9949),11P(15.9949),3P(15.9949),11P(15.9949),5P(15.9949),12C(57.0215),12K(15.9949),3P(15.9949),12K(15.9949),9P(15.9949),12P(15.9949),12P(15.9949),12P(15.9949),12P(15.9949),12P(15.9949),12P(15.9949),15P(15.9949),12P(15.9949),3P(15.9949),12P(15.9949),3P(15.9949),12P(15.9949),3P(15.9949),12P(15.9949),6P(15.9949),12P(15.9949),6P(15.9949),12P(15.9949),6P(15.9949),12P(15.9949),6P(15.9949),12P(15.9949),8P(15.9949),12P(15.9949),8P(15.9949),14K(15.9949),29P(15.9949),3P(15.9949),14M(15.9949),3K(15.9949),15P(15.9949),29P(15.9949),15P(15.9949),3P(15.9949),15P(15.9949),6M(15.9949),8P(15.9949),15P(15.9949),6M(15.9949),8P(15.9949),15P(15.9949),6M(15.9949),9P(15.9949),15P(15.9949),6M(15.9949),9P(15.9949),16P(15.9949),18K(15.9949),23P(15.9949),8P(15.9949),18K(15.9949),24P(15.9949),5P(15.9949),18K(15.9949),24P(15.9949),5P(15.9949),18K(15.9949),24P(15.9949),9P(15.9949),18K(15.9949),24P(15.9949),9P(15.9949),18P(15.9949),24K(15.9949),9P(15.9949),18P(15.9949),6K(15.9949),3P(15.9949),3P(15.9949),3P(15.9949),5P(15.9949),3P(15.9949),6P(15.9949),3P(15.9949),8P(15.9949),3P(15.9949),9P(15.9949),3P(15.9949),9P(15.9949),5P(15.9949),8P(15.9949),6P(15.9949),6P(15.9949),6P(15.9949),6P(15.9949),6P(15.9949),9P(15.9949),9K(15.9949),9K(15.9949),9P(15.9949),9P(15.9949),9P(15.9949),9P(15.9949)	NA	NA
sp|P02460|CO2A1_CHICK	P02460	CO2A1_CHICK	COL2A1	859	FALSE	FALSE	Gallus gallus	Collagen alpha-1(II) chain (Fragment)	2:Experimental evidence at transcript level	3.61	1	0.999	0	2	1	2	3	1	3	7327500.5	0	7327500.5	12P(15.9949),14K(15.9949),3P(15.9949),6P(15.9949),3P(15.9949),6P(15.9949)	NA	NA
