Protein	Protein ID	Entry Name	Gene	Length	Is Decoy	Is Contaminant	Organism	Protein Description	Protein Existence	Coverage	Protein Probability	Top Peptide Probability	Protein Qvalue	Total Peptides	Unique Peptides	Razor Peptides	Total Spectral Count	Unique Spectral Count	Razor Spectral Count	Total Intensity	Unique Intensity	Razor Intensity	Razor Assigned Modifications	Razor Observed Modifications	Indistinguishable Proteins
sp|O93256|K1C19_CHICK	O93256	K1C19_CHICK	KRT19	423	FALSE	FALSE	Gallus gallus	Keratin, type I cytoskeletal 19	2:Experimental evidence at transcript level	1.65	1	0.999	0	1	0	0	1	0	0	29729130	0	0	NA	NA	tr|A0A8V1A8T0|A0A8V1A8T0_CHICK
sp|P02112|HBB_CHICK	P02112	HBB_CHICK	HBB	147	FALSE	FALSE	Gallus gallus	Hemoglobin subunit beta	1:Experimental evidence at protein level	6.8	1	0.999	0	1	0	1	1	0	1	0	0	0	NA	NA	NA
sp|P02457|CO1A1_CHICK	P02457	CO1A1_CHICK	COL1A1	1453	FALSE	FALSE	Gallus gallus	Collagen alpha-1(I) chain	1:Experimental evidence at protein level	61.8	1	0.999	0	86	5	85	537	29	525	46888083000	15838883	46888083000	10M(15.9949),10M(15.9949),10M(15.9949),15P(15.9949),7P(15.9949),10M(15.9949),7P(15.9949),10M(15.9949),7P(15.9949),10P(15.9949),10P(15.9949),10P(15.9949),10P(15.9949),10P(15.9949),10P(15.9949),13P(15.9949),38K(15.9949),10P(15.9949),19K(15.9949),4P(15.9949),10P(15.9949),19K(15.9949),4P(15.9949),10P(15.9949),19K(15.9949),4P(15.9949),10P(15.9949),19K(15.9949),4P(15.9949),10P(15.9949),19K(15.9949),4P(15.9949),10P(15.9949),4P(15.9949),10P(15.9949),4P(15.9949),10P(15.9949),4P(15.9949),10P(15.9949),4P(15.9949),10P(15.9949),9P(15.9949),11K(15.9949),18P(15.9949),24P(15.9949),11K(15.9949),23P(15.9949),24P(15.9949),11M(15.9949),3P(15.9949),9P(15.9949),11M(15.9949),3P(15.9949),9P(15.9949),11M(15.9949),3P(15.9949),9P(15.9949),11P(15.9949),11P(15.9949),11P(15.9949),12P(15.9949),11P(15.9949),12P(15.9949),11P(15.9949),12P(15.9949),11P(15.9949),12P(15.9949),11P(15.9949),12P(15.9949),11P(15.9949),15P(15.9949),11P(15.9949),18P(15.9949),11P(15.9949),18P(15.9949),29K(15.9949),11P(15.9949),18P(15.9949),6K(15.9949),11P(15.9949),21P(15.9949),11P(15.9949),21P(15.9949),30K(15.9949),11P(15.9949),21P(15.9949),30K(15.9949),11P(15.9949),3P(15.9949),11P(15.9949),3P(15.9949),11P(15.9949),3P(15.9949),11P(15.9949),3P(15.9949),11P(15.9949),5P(15.9949),11P(15.9949),8P(15.9949),11P(15.9949),9P(15.9949),11P(15.9949),9P(15.9949),11P(15.9949),9P(15.9949),11P(15.9949),9P(15.9949),12C(57.0215),12C(57.0215),12K(15.9949),12K(15.9949),12K(15.9949),12K(15.9949),14P(15.9949),3P(15.9949),12K(15.9949),14P(15.9949),3P(15.9949),12K(15.9949),15P(15.9949),3P(15.9949),12K(15.9949),15P(15.9949),3P(15.9949),12K(15.9949),21P(15.9949),9P(15.9949),12K(15.9949),21P(15.9949),9P(15.9949),12K(15.9949),3P(15.9949),12K(15.9949),3P(15.9949),12K(15.9949),3P(15.9949),12K(15.9949),3P(15.9949),9P(15.9949),12K(15.9949),3P(15.9949),9P(15.9949),12K(15.9949),6M(15.9949),12K(15.9949),6M(15.9949),9P(15.9949),12K(15.9949),6P(15.9949),12K(15.9949),6P(15.9949),9P(15.9949),12K(15.9949),6P(15.9949),9P(15.9949),12K(15.9949),9P(15.9949),12K(15.9949),9P(15.9949),12K(15.9949),9P(15.9949),12K(15.9949),9P(15.9949),12P(15.9949),12P(15.9949),12P(15.9949),12P(15.9949),12P(15.9949),12P(15.9949),12P(15.9949),12P(15.9949),12P(15.9949),12P(15.9949),12P(15.9949),12P(15.9949),12P(15.9949),12P(15.9949),12P(15.9949),12P(15.9949),12P(15.9949),12P(15.9949),13P(15.9949),12P(15.9949),13P(15.9949),12P(15.9949),15K(15.9949),12P(15.9949),15K(15.9949),24P(15.9949),12P(15.9949),15K(15.9949),24P(15.9949),12P(15.9949),15K(15.9949),24P(15.9949),12P(15.9949),15K(15.9949),24P(15.9949),12P(15.9949),15K(15.9949),2P(15.9949),12P(15.9949),15K(15.9949),8P(15.9949),12P(15.9949),15M(15.9949),6P(15.9949),12P(15.9949),15M(15.9949),6P(15.9949),12P(15.9949),15P(15.9949),12P(15.9949),15P(15.9949),12P(15.9949),15P(15.9949),12P(15.9949),15P(15.9949),12P(15.9949),15P(15.9949),12P(15.9949),15P(15.9949),29K(15.9949),12P(15.9949),16M(15.9949),24P(15.9949),12P(15.9949),16M(15.9949),25P(15.9949),12P(15.9949),16P(15.9949),12P(15.9949),16P(15.9949),12P(15.9949),16P(15.9949),12P(15.9949),18P(15.9949),12P(15.9949),21P(15.9949),24K(15.9949),12P(15.9949),21P(15.9949),30K(15.9949),12P(15.9949),21P(15.9949),30K(15.9949),12P(15.9949),21P(15.9949),30K(15.9949),12P(15.9949),24P(15.9949),12P(15.9949),24P(15.9949),33M(15.9949),12P(15.9949),26K(15.9949),8P(15.9949),12P(15.9949),26K(15.9949),8P(15.9949),12P(15.9949),26K(15.9949),9P(15.9949),12P(15.9949),30K(15.9949),3P(15.9949),12P(15.9949),30K(15.9949),3P(15.9949),12P(15.9949),30K(15.9949),6P(15.9949),12P(15.9949),3P(15.9949),12P(15.9949),3P(15.9949),12P(15.9949),3P(15.9949),12P(15.9949),3P(15.9949),12P(15.9949),3P(15.9949),12P(15.9949),3P(15.9949),12P(15.9949),3P(15.9949),12P(15.9949),3P(15.9949),12P(15.9949),3P(15.9949),12P(15.9949),3P(15.9949),12P(15.9949),3P(15.9949),6K(15.9949),12P(15.9949),41P(15.9949),12P(15.9949),5P(15.9949),12P(15.9949),5P(15.9949),12P(15.9949),5P(15.9949),12P(15.9949),5P(15.9949),12P(15.9949),6K(15.9949),12P(15.9949),6K(15.9949),12P(15.9949),6P(15.9949),12P(15.9949),6P(15.9949),12P(15.9949),6P(15.9949),12P(15.9949),6P(15.9949),12P(15.9949),6P(15.9949),12P(15.9949),8P(15.9949),12P(15.9949),8P(15.9949),12P(15.9949),8P(15.9949),12P(15.9949),8P(15.9949),12P(15.9949),8P(15.9949),12P(15.9949),9P(15.9949),13P(15.9949),13P(15.9949),13P(15.9949),15P(15.9949),16M(15.9949),13P(15.9949),16M(15.9949),25P(15.9949),13P(15.9949),16M(15.9949),3P(15.9949),13P(15.9949),7P(15.9949),13P(15.9949),7P(15.9949),13P(15.9949),9P(15.9949),13P(15.9949),9P(15.9949),14K(15.9949),14K(15.9949),23P(15.9949),6P(15.9949),14K(15.9949),24P(15.9949),3P(15.9949),14K(15.9949),24P(15.9949),3P(15.9949),14K(15.9949),26P(15.9949),6P(15.9949),14K(15.9949),3P(15.9949),5P(15.9949),14K(15.9949),3P(15.9949),5P(15.9949),14K(15.9949),3P(15.9949),6K(15.9949),14K(15.9949),6K(15.9949),14K(15.9949),6K(15.9949),14K(15.9949),6P(15.9949),14P(15.9949),14P(15.9949),14P(15.9949),14P(15.9949),14P(15.9949),15K(15.9949),27K(15.9949),14P(15.9949),21P(15.9949),24K(15.9949),14P(15.9949),21P(15.9949),33K(15.9949),14P(15.9949),24K(15.9949),14P(15.9949),24K(15.9949),6P(15.9949),14P(15.9949),24K(15.9949),6P(15.9949),14P(15.9949),27P(15.9949),36K(15.9949),14P(15.9949),27P(15.9949),36K(15.9949),14P(15.9949),2P(15.9949),6M(15.9949),14P(15.9949),2P(15.9949),6M(15.9949),14P(15.9949),2P(15.9949),6M(15.9949),14P(15.9949),3P(15.9949),14P(15.9949),3P(15.9949),14P(15.9949),6M(15.9949),8P(15.9949),14P(15.9949),6M(15.9949),9P(15.9949),14P(15.9949),6M(15.9949),9P(15.9949),15K(15.9949),15K(15.9949),15K(15.9949),21P(15.9949),24P(15.9949),15K(15.9949),24P(15.9949),15K(15.9949),2P(15.9949),15M(15.9949),3P(15.9949),6P(15.9949),15P(15.9949),15P(15.9949),15P(15.9949),18K(15.9949),9P(15.9949),15P(15.9949),18K(15.9949),9P(15.9949),15P(15.9949),18P(15.9949),15P(15.9949),18P(15.9949),2M(15.9949),15P(15.9949),21P(15.9949),15P(15.9949),21P(15.9949),24K(15.9949),15P(15.9949),21P(15.9949),2M(15.9949),15P(15.9949),24K(15.9949),6P(15.9949),15P(15.9949),24K(15.9949),6P(15.9949),15P(15.9949),24P(15.9949),15P(15.9949),25P(15.9949),15P(15.9949),27P(15.9949),36K(15.9949),15P(15.9949),2P(15.9949),6M(15.9949),15P(15.9949),2P(15.9949),6M(15.9949),15P(15.9949),3P(15.9949),15P(15.9949),3P(15.9949),6M(15.9949),15P(15.9949),5P(15.9949),15P(15.9949),6M(15.9949),9P(15.9949),15P(15.9949),6M(15.9949),9P(15.9949),15P(15.9949),6P(15.9949),9K(15.9949),15P(15.9949),8P(15.9949),15P(15.9949),9P(15.9949),16M(15.9949),16M(15.9949),19P(15.9949),25P(15.9949),16M(15.9949),19P(15.9949),3P(15.9949),16P(15.9949),16P(15.9949),16P(15.9949),16P(15.9949),18P(15.9949),16P(15.9949),9P(15.9949),17K(15.9949),8P(15.9949),9K(15.9949),17K(15.9949),9K(15.9949),17K(15.9949),9K(15.9949),17K(15.9949),9K(15.9949),17P(15.9949),17P(15.9949),20P(15.9949),30K(15.9949),17P(15.9949),21P(15.9949),17P(15.9949),24K(15.9949),5P(15.9949),17P(15.9949),24K(15.9949),9P(15.9949),17P(15.9949),24K(15.9949),9P(15.9949),17P(15.9949),24P(15.9949),30K(15.9949),17P(15.9949),30P(15.9949),9K(15.9949),17P(15.9949),6K(15.9949),9P(15.9949),17P(15.9949),9P(15.9949),18K(15.9949),24P(15.9949),8P(15.9949),18K(15.9949),24P(15.9949),8P(15.9949),18K(15.9949),24P(15.9949),9P(15.9949),18K(15.9949),24P(15.9949),9P(15.9949),18K(15.9949),29P(15.9949),8P(15.9949),18K(15.9949),33M(15.9949),18K(15.9949),3P(15.9949),9P(15.9949),18K(15.9949),9P(15.9949),18K(15.9949),9P(15.9949),18P(15.9949),18P(15.9949),18P(15.9949),18P(15.9949),18P(15.9949),18P(15.9949),18P(15.9949),19P(15.9949),18P(15.9949),20M(15.9949),18P(15.9949),20P(15.9949),18P(15.9949),21P(15.9949),30M(15.9949),18P(15.9949),24K(15.9949),5P(15.9949),18P(15.9949),24K(15.9949),9P(15.9949),18P(15.9949),24K(15.9949),9P(15.9949),18P(15.9949),24K(15.9949),9P(15.9949),18P(15.9949),24P(15.9949),18P(15.9949),24P(15.9949),18P(15.9949),24P(15.9949),27K(15.9949),18P(15.9949),25P(15.9949),36K(15.9949),18P(15.9949),36P(15.9949),18P(15.9949),6K(15.9949),18P(15.9949),6K(15.9949),18P(15.9949),6K(15.9949),18P(15.9949),6K(15.9949),9P(15.9949),18P(15.9949),6K(15.9949),9P(15.9949),18P(15.9949),6K(15.9949),9P(15.9949),18P(15.9949),9P(15.9949),18P(15.9949),9P(15.9949),18P(15.9949),9P(15.9949),18P(15.9949),9P(15.9949),18P(15.9949),9P(15.9949),19P(15.9949),22P(15.9949),7K(15.9949),19P(15.9949),25P(15.9949),19P(15.9949),28P(15.9949),7K(15.9949),20K(15.9949),20K(15.9949),3P(15.9949),5P(15.9949),20K(15.9949),5P(15.9949),20P(15.9949),30K(15.9949),20P(15.9949),30K(15.9949),21P(15.9949),21P(15.9949),24K(15.9949),21P(15.9949),24K(15.9949),9P(15.9949),21P(15.9949),24P(15.9949),21P(15.9949),24P(15.9949),30K(15.9949),21P(15.9949),24P(15.9949),30K(15.9949),21P(15.9949),30K(15.9949),21P(15.9949),9P(15.9949),22P(15.9949),25P(15.9949),36K(15.9949),23P(15.9949),23P(15.9949),27P(15.9949),36K(15.9949),23P(15.9949),3P(15.9949),23P(15.9949),3P(15.9949),24P(15.9949),24P(15.9949),30P(15.9949),24P(15.9949),30P(15.9949),9K(15.9949),24P(15.9949),3P(15.9949),24P(15.9949),6P(15.9949),24P(15.9949),6P(15.9949),24P(15.9949),8P(15.9949),24P(15.9949),9P(15.9949),24P(15.9949),9P(15.9949),24P(15.9949),9P(15.9949),25P(15.9949),28P(15.9949),7K(15.9949),26K(15.9949),26K(15.9949),26K(15.9949),6K(15.9949),26P(15.9949),29P(15.9949),6P(15.9949),29P(15.9949),8P(15.9949),2P(15.9949),2P(15.9949),2P(15.9949),3P(15.9949),2P(15.9949),3P(15.9949),6M(15.9949),2P(15.9949),5P(15.9949),6M(15.9949),2P(15.9949),5P(15.9949),6M(15.9949),2P(15.9949),6M(15.9949),2P(15.9949),8P(15.9949),2P(15.9949),8P(15.9949),2P(15.9949),8P(15.9949),2P(15.9949),9P(15.9949),2P(15.9949),9P(15.9949),2P(15.9949),9P(15.9949),30M(15.9949),3P(15.9949),5P(15.9949),30M(15.9949),3P(15.9949),5P(15.9949),30M(15.9949),5P(15.9949),6P(15.9949),30P(15.9949),32P(15.9949),30P(15.9949),9K(15.9949),3P(15.9949),3P(15.9949),3P(15.9949),3P(15.9949),3P(15.9949),3P(15.9949),3P(15.9949),3P(15.9949),3P(15.9949),3P(15.9949),3P(15.9949),3P(15.9949),3P(15.9949),5P(15.9949),3P(15.9949),5P(15.9949),3P(15.9949),5P(15.9949),3P(15.9949),6M(15.9949),3P(15.9949),6M(15.9949),9P(15.9949),3P(15.9949),6P(15.9949),3P(15.9949),6P(15.9949),3P(15.9949),6P(15.9949),3P(15.9949),8P(15.9949),3P(15.9949),9P(15.9949),3P(15.9949),9P(15.9949),3P(15.9949),9P(15.9949),3P(15.9949),9P(15.9949),4P(15.9949),7P(15.9949),5P(15.9949),5P(15.9949),5P(15.9949),6M(15.9949),9P(15.9949),5P(15.9949),6P(15.9949),5P(15.9949),6P(15.9949),6M(15.9949),6M(15.9949),9P(15.9949),6P(15.9949),6P(15.9949),6P(15.9949),6P(15.9949),6P(15.9949),6P(15.9949),6P(15.9949),6P(15.9949),6P(15.9949),6P(15.9949),6P(15.9949),6P(15.9949),6P(15.9949),6P(15.9949),9K(15.9949),6P(15.9949),9K(15.9949),6P(15.9949),9K(15.9949),6P(15.9949),9K(15.9949),6P(15.9949),9P(15.9949),6P(15.9949),9P(15.9949),7P(15.9949),7P(15.9949),8P(15.9949),8P(15.9949),9P(15.9949),8P(15.9949),9P(15.9949),9K(15.9949),9K(15.9949),9K(15.9949),9P(15.9949),9P(15.9949),9P(15.9949),9P(15.9949),9P(15.9949),9P(15.9949),9P(15.9949),9P(15.9949),9P(15.9949),9P(15.9949),9P(15.9949),9P(15.9949),9P(15.9949),9P(15.9949)	NA	NA
sp|P02460|CO2A1_CHICK	P02460	CO2A1_CHICK	COL2A1	859	FALSE	FALSE	Gallus gallus	Collagen alpha-1(II) chain (Fragment)	2:Experimental evidence at transcript level	33.06	1	0.999	0	17	16	17	50	38	50	6662556200	71455624	6662556200	11P(15.9949),18K(15.9949),23P(15.9949),12P(15.9949),12P(15.9949),13P(15.9949),6M(15.9949),12P(15.9949),14K(15.9949),3P(15.9949),12P(15.9949),21P(15.9949),30K(15.9949),12P(15.9949),30K(15.9949),9P(15.9949),12P(15.9949),5P(15.9949),12P(15.9949),9P(15.9949),14K(15.9949),3P(15.9949),14K(15.9949),3P(15.9949),6P(15.9949),14K(15.9949),3P(15.9949),6P(15.9949),14P(15.9949),21P(15.9949),33K(15.9949),14P(15.9949),27P(15.9949),30K(15.9949),15P(15.9949),15P(15.9949),20M(15.9949),21P(15.9949),15P(15.9949),21P(15.9949),15P(15.9949),24K(15.9949),15P(15.9949),24K(15.9949),15P(15.9949),24K(15.9949),3P(15.9949),15P(15.9949),24K(15.9949),3P(15.9949),15P(15.9949),24K(15.9949),6P(15.9949),15P(15.9949),24K(15.9949),8P(15.9949),15P(15.9949),3P(15.9949),15P(15.9949),8P(15.9949),21P(15.9949),24K(15.9949),8P(15.9949),21P(15.9949),30K(15.9949),21P(15.9949),30K(15.9949),3P(15.9949),21P(15.9949),30K(15.9949),9P(15.9949),27P(15.9949),32M(15.9949),33P(15.9949),27P(15.9949),32M(15.9949),33P(15.9949),33P(15.9949),38P(15.9949),39P(15.9949),5P(15.9949),3P(15.9949),3P(15.9949),6P(15.9949),3P(15.9949),6P(15.9949),6P(15.9949),6P(15.9949),8P(15.9949)	NA	NA
sp|P04268|TPM1_CHICK	P04268	TPM1_CHICK	TPM1	284	FALSE	FALSE	Gallus gallus	Tropomyosin alpha-1 chain	1:Experimental evidence at protein level	10.92	1	0.9986	0	4	0	0	5	0	0	6371540	0	0	NA	NA	NA
sp|P07583|LEG4_CHICK	P07583	LEG4_CHICK	CG-1B	135	FALSE	FALSE	Gallus gallus	Beta-galactoside-binding lectin	1:Experimental evidence at protein level	29.63	1	0.999	0	3	1	3	3	1	3	3072158.5	1512457.8	3072158.5	12C(57.0215),N-term(42.0106),2C(57.0215),7C(57.0215)	NA	NA
sp|P08250|APOA1_CHICK	P08250	APOA1_CHICK	APOA1	264	FALSE	FALSE	Gallus gallus	Apolipoprotein A-I	1:Experimental evidence at protein level	18.18	1	0.9989	0	4	0	4	4	0	4	7186043.5	0	7186043.5	NA	NA	NA
sp|P09654|VIME_CHICK	P09654	VIME_CHICK	VIM	460	FALSE	FALSE	Gallus gallus	Vimentin	3:Protein inferred from homology	11.74	1	0.9967	6.2853551226e-4	5	0	0	5	0	0	10162591	0	0	NA	NA	NA
sp|P12105|CO3A1_CHICK	P12105	CO3A1_CHICK	COL3A1	1262	FALSE	FALSE	Gallus gallus	Collagen alpha-1(III) chain (Fragment)	2:Experimental evidence at transcript level	22.03	1	0.999	0	19	1	19	28	2	28	6922073600	0	6922073600	10P(15.9949),9P(15.9949),11K(15.9949),2P(15.9949),3P(15.9949),11K(15.9949),3P(15.9949),11P(15.9949),9P(15.9949),12K(15.9949),6P(15.9949),9P(15.9949),12P(15.9949),14P(15.9949),12P(15.9949),6P(15.9949),14P(15.9949),18K(15.9949),9P(15.9949),14P(15.9949),18P(15.9949),15K(15.9949),3P(15.9949),6P(15.9949),15P(15.9949),24K(15.9949),8P(15.9949),18K(15.9949),27P(15.9949),9P(15.9949),18K(15.9949),5P(15.9949),9P(15.9949),18K(15.9949),8P(15.9949),9P(15.9949),18P(15.9949),27K(15.9949),5P(15.9949),3P(15.9949),6P(15.9949),3P(15.9949),9P(15.9949),3P(15.9949),9P(15.9949),4P(15.9949),6P(15.9949),6P(15.9949),6P(15.9949),9P(15.9949),6P(15.9949),9P(15.9949),6P(15.9949),9P(15.9949),9P(15.9949)	NA	NA
sp|P13731|SERPH_CHICK	P13731	SERPH_CHICK	SERPINH1	405	FALSE	FALSE	Gallus gallus	Serpin H1	1:Experimental evidence at protein level	2.22	1	0.999	0	1	0	1	1	0	1	602988.1	0	602988.1	NA	NA	tr|A0A8V0XBU4|A0A8V0XBU4_CHICK
