Protein	Protein ID	Entry Name	Gene	Length	Is Decoy	Is Contaminant	Organism	Protein Description	Protein Existence	Coverage	Protein Probability	Top Peptide Probability	Protein Qvalue	Total Peptides	Unique Peptides	Razor Peptides	Total Spectral Count	Unique Spectral Count	Razor Spectral Count	Total Intensity	Unique Intensity	Razor Intensity	Razor Assigned Modifications	Razor Observed Modifications	Indistinguishable Proteins
sp|E1C2P3|HSP7E_CHICK	E1C2P3	HSP7E_CHICK	HSPA14	505	FALSE	FALSE	Gallus gallus	Heat shock 70 kDa protein 14	3:Protein inferred from homology	4.36	1	0.999	0	1	0	1	2	0	2	6804922.5	0	6804922.5	NA	NA	tr|A0A8V0XNV2|A0A8V0XNV2_CHICK, tr|A0A8V0XR19|A0A8V0XR19_CHICK, tr|A0A8V0XTQ8|A0A8V0XTQ8_CHICK, tr|A0A8V0XWG4|A0A8V0XWG4_CHICK
sp|E1C6F0|RU1C_CHICK	E1C6F0	RU1C_CHICK	SNRPC	159	FALSE	FALSE	Gallus gallus	U1 small nuclear ribonucleoprotein C	3:Protein inferred from homology	18.87	1	0.999	0	2	2	2	3	3	3	107155920	107155920	107155920	2M(15.9949),3C(57.0215),6C(57.0215)	NA	NA
sp|O13268|PSA7_CHICK	O13268	PSA7_CHICK	PSMA7	249	FALSE	FALSE	Gallus gallus	Proteasome subunit alpha type-7	2:Experimental evidence at transcript level	49.8	1	0.999	0	8	0	8	12	0	12	153076144	0	153076144	2C(57.0215),9C(57.0215),2C(57.0215),9C(57.0215),7P(15.9949)	NA	tr|A0A1D5PJW4|A0A1D5PJW4_CHICK
sp|O42130|TOP2A_CHICK	O42130	TOP2A_CHICK	TOP2A	1553	FALSE	FALSE	Gallus gallus	DNA topoisomerase 2-alpha	2:Experimental evidence at transcript level	3.09	1	0.9953	0.00109829763866	4	0	2	4	0	2	18778278	0	10634606	NA	NA	tr|A0A8V0ZQG6|A0A8V0ZQG6_CHICK, tr|A0A8V0ZR37|A0A8V0ZR37_CHICK, tr|A0A8V0ZR58|A0A8V0ZR58_CHICK, tr|A0A8V0ZW28|A0A8V0ZW28_CHICK
sp|O42131|TOP2B_CHICK	O42131	TOP2B_CHICK	TOP2B	1627	FALSE	FALSE	Gallus gallus	DNA topoisomerase 2-beta	2:Experimental evidence at transcript level	1.97	1	0.999	0	3	0	3	3	0	3	12321442	0	12321442	NA	NA	tr|A0A8V0X601|A0A8V0X601_CHICK, tr|A0A8V0XA37|A0A8V0XA37_CHICK, tr|A0A8V0XD34|A0A8V0XD34_CHICK
sp|O42254|IF2B1_CHICK	O42254	IF2B1_CHICK	IGF2BP1	576	FALSE	FALSE	Gallus gallus	Insulin-like growth factor 2 mRNA-binding protein 1	1:Experimental evidence at protein level	14.24	1	0.999	0	6	0	6	8	0	8	132661312	0	132661312	NA	NA	tr|A0A8V0ZU56|A0A8V0ZU56_CHICK
sp|O57391|ENOG_CHICK	O57391	ENOG_CHICK	ENO2	434	FALSE	FALSE	Gallus gallus	Gamma-enolase	2:Experimental evidence at transcript level	33.41	1	0.999	0	9	1	8	22	1	20	925260800	0	925260800	14C(57.0215),15K(15.9949),14P(15.9949),16P(15.9949),14P(15.9949),16P(15.9949),30K(15.9949),17C(57.0215),8P(15.9949)	NA	NA
sp|O57535|NDK_CHICK	O57535	NDK_CHICK	NA	153	FALSE	FALSE	Gallus gallus	Nucleoside diphosphate kinase	2:Experimental evidence at transcript level	74.51	1	0.999	0	10	0	10	22	0	22	2712097280	0	2712097280	2C(57.0215),2M(15.9949),2M(15.9949),2M(15.9949),2M(15.9949),4C(57.0215),4C(57.0215),5C(57.0215),7K(15.9949),7K(15.9949)	NA	NA
sp|O73885|HSP7C_CHICK	O73885	HSP7C_CHICK	HSPA8	646	FALSE	FALSE	Gallus gallus	Heat shock cognate 71 kDa protein	1:Experimental evidence at protein level	62.23	1	0.999	0	33	3	23	59	3	38	3099016700	646391.75	2418053380	12M(15.9949),13C(57.0215),13P(15.9949),14C(57.0215),14C(57.0215),14C(57.0215),2P(15.9949),1C(57.0215),2C(57.0215),2C(57.0215),5K(15.9949),5M(15.9949),8K(15.9949),9K(15.9949),9K(15.9949)	NA	NA
sp|O73930|PHS_CHICK	O73930	PHS_CHICK	PCBD1	104	FALSE	FALSE	Gallus gallus	Pterin-4-alpha-carbinolamine dehydratase	2:Experimental evidence at transcript level	12.5	1	0.9984	0	1	0	1	2	0	2	35434404	0	35434404	NA	NA	tr|A0A8V0ZCW6|A0A8V0ZCW6_CHICK, tr|A0A8V0ZDX6|A0A8V0ZDX6_CHICK
sp|O93257|XRCC6_CHICK	O93257	XRCC6_CHICK	XRCC6	632	FALSE	FALSE	Gallus gallus	DNA repair protein Ku70	2:Experimental evidence at transcript level	5.85	1	0.9989	0	3	0	3	4	0	4	266642960	0	266642960	NA	NA	tr|A0A8V0Y1U0|A0A8V0Y1U0_CHICK, tr|A0A8V0YAA4|A0A8V0YAA4_CHICK
sp|O93277|WDR1_CHICK	O93277	WDR1_CHICK	WDR1	609	FALSE	FALSE	Gallus gallus	WD repeat-containing protein 1	2:Experimental evidence at transcript level	11.82	1	0.9989	0	4	0	4	5	0	5	25606662	0	25606662	9C(57.0215)	NA	tr|A0A8V0Y2H8|A0A8V0Y2H8_CHICK, tr|A0A8V0Y2I4|A0A8V0Y2I4_CHICK
