Protein	Protein ID	Entry Name	Gene	Length	Is Decoy	Is Contaminant	Organism	Protein Description	Protein Existence	Coverage	Protein Probability	Top Peptide Probability	Protein Qvalue	Total Peptides	Unique Peptides	Razor Peptides	Total Spectral Count	Unique Spectral Count	Razor Spectral Count	Total Intensity	Unique Intensity	Razor Intensity	Razor Assigned Modifications	Razor Observed Modifications	Indistinguishable Proteins
sp|O93256|K1C19_CHICK	O93256	K1C19_CHICK	KRT19	423	FALSE	FALSE	Gallus gallus	Keratin, type I cytoskeletal 19	2:Experimental evidence at transcript level	3.78	1	0.999	0	2	0	1	2	0	1	1292985.8	0	271220.94	NA	NA	tr|A0A8V1A8T0|A0A8V1A8T0_CHICK
sp|P00337|LDHB_CHICK	P00337	LDHB_CHICK	LDHB	333	FALSE	FALSE	Gallus gallus	L-lactate dehydrogenase B chain	1:Experimental evidence at protein level	6.01	1	0.999	0	1	1	1	2	2	2	1049137	1049137	1049137	13C(57.0215),13C(57.0215)	NA	NA
sp|P02112|HBB_CHICK	P02112	HBB_CHICK	HBB	147	FALSE	FALSE	Gallus gallus	Hemoglobin subunit beta	1:Experimental evidence at protein level	8.84	1	0.999	0	1	0	1	1	0	1	252052.53	0	252052.53	6C(57.0215)	NA	NA
sp|P02457|CO1A1_CHICK	P02457	CO1A1_CHICK	COL1A1	1453	FALSE	FALSE	Gallus gallus	Collagen alpha-1(I) chain	1:Experimental evidence at protein level	21.82	1	0.999	0	20	0	19	25	0	23	10375175	0	10375175	10P(15.9949),4P(15.9949),11M(15.9949),12K(15.9949),3P(15.9949),11P(15.9949),11P(15.9949),8P(15.9949),12K(15.9949),9P(15.9949),12P(15.9949),3P(15.9949),12P(15.9949),6P(15.9949),12P(15.9949),6P(15.9949),14P(15.9949),6M(15.9949),9P(15.9949),14P(15.9949),6M(15.9949),9P(15.9949),15K(15.9949),15P(15.9949),6M(15.9949),8P(15.9949),15P(15.9949),6M(15.9949),8P(15.9949),16P(15.9949),18K(15.9949),24P(15.9949),9P(15.9949),18K(15.9949),24P(15.9949),9P(15.9949),18P(15.9949),24K(15.9949),5P(15.9949),2P(15.9949),6M(15.9949),2P(15.9949),6M(15.9949),3P(15.9949),3P(15.9949),6P(15.9949),3P(15.9949),9P(15.9949),3P(15.9949),9P(15.9949),6P(15.9949),6P(15.9949),6P(15.9949),6P(15.9949),9P(15.9949),9P(15.9949),9P(15.9949)	NA	NA
sp|P02460|CO2A1_CHICK	P02460	CO2A1_CHICK	COL2A1	859	FALSE	FALSE	Gallus gallus	Collagen alpha-1(II) chain (Fragment)	2:Experimental evidence at transcript level	1.63	1	0.999	0	1	0	1	2	0	2	1526661.4	0	1526661.4	14K(15.9949),3P(15.9949),6P(15.9949),3P(15.9949),6P(15.9949)	NA	NA
sp|P02789|TRFE_CHICK	P02789	TRFE_CHICK	NA	705	FALSE	FALSE	Gallus gallus	Ovotransferrin	1:Experimental evidence at protein level	2.7	1	0.999	0	2	0	2	2	0	2	337156.47	0	337156.47	2C(57.0215)	NA	NA
sp|P04268|TPM1_CHICK	P04268	TPM1_CHICK	TPM1	284	FALSE	FALSE	Gallus gallus	Tropomyosin alpha-1 chain	1:Experimental evidence at protein level	3.87	1	0.9986	0	1	0	0	2	0	0	1477317.2	0	0	NA	NA	NA
sp|P07583|LEG4_CHICK	P07583	LEG4_CHICK	CG-1B	135	FALSE	FALSE	Gallus gallus	Beta-galactoside-binding lectin	1:Experimental evidence at protein level	19.26	1	0.999	0	2	1	2	3	2	3	1130324	944813.7	1130324	1M(15.9949),N-term(42.0106),2C(57.0215),7C(57.0215),N-term(42.0106),2C(57.0215),7C(57.0215)	NA	NA
sp|P08250|APOA1_CHICK	P08250	APOA1_CHICK	APOA1	264	FALSE	FALSE	Gallus gallus	Apolipoprotein A-I	1:Experimental evidence at protein level	13.64	1	0.9989	0	4	0	4	4	0	4	964866.4	0	964866.4	1M(15.9949)	NA	NA
sp|P09654|VIME_CHICK	P09654	VIME_CHICK	VIM	460	FALSE	FALSE	Gallus gallus	Vimentin	3:Protein inferred from homology	7.61	1	0.9967	6.2853551226e-4	3	0	0	3	0	0	1126902.6	0	0	NA	NA	NA
sp|P0C1H3|H2B1_CHICK	P0C1H3	H2B1_CHICK	H2B-I	126	FALSE	FALSE	Gallus gallus	Histone H2B 1/2/3/4/6	1:Experimental evidence at protein level	7.14	1	0.999	0	1	0	1	1	0	1	1994203.9	0	1994203.9	NA	NA	sp|P0C1H4|H2B5_CHICK, sp|Q9PSW9|H2B8_CHICK, tr|A0A3Q2UDI2|A0A3Q2UDI2_CHICK, tr|A0A8V0XUE3|A0A8V0XUE3_CHICK, tr|A0A8V0XYS9|A0A8V0XYS9_CHICK, tr|A0A8V0Y0N0|A0A8V0Y0N0_CHICK, tr|A0A8V0YNS6|A0A8V0YNS6_CHICK, tr|A0A8V0YVN2|A0A8V0YVN2_CHICK
sp|P0C1H5|H2B7_CHICK	P0C1H5	H2B7_CHICK	H2B-VII	126	FALSE	FALSE	Gallus gallus	Histone H2B 7	1:Experimental evidence at protein level	7.14	1	0.9984	0	1	0	0	1	0	0	1994203.9	0	0	NA	NA	NA
sp|P12003|VINC_CHICK	P12003	VINC_CHICK	VCL	1135	FALSE	FALSE	Gallus gallus	Vinculin	1:Experimental evidence at protein level	0.88	1	0.999	0	1	0	1	1	0	1	479982.8	0	479982.8	NA	NA	NA
sp|P13648|LMNA_CHICK	P13648	LMNA_CHICK	LMNA	657	FALSE	FALSE	Gallus gallus	Lamin-A	2:Experimental evidence at transcript level	12.94	1	0.999	0	9	5	9	9	5	9	3081629.2	2106086.5	3081629.2	NA	NA	NA
sp|P15988|CO6A2_CHICK	P15988	CO6A2_CHICK	COL6A2	1022	FALSE	FALSE	Gallus gallus	Collagen alpha-2(VI) chain	2:Experimental evidence at transcript level	8.81	1	0.999	0	7	0	7	8	0	8	4477593.5	0	4477593.5	3P(15.9949),9P(15.9949)	NA	tr|A0A8V0YP01|A0A8V0YP01_CHICK, tr|A0A8V0YQN9|A0A8V0YQN9_CHICK
sp|P17785|ANXA2_CHICK	P17785	ANXA2_CHICK	ANXA2	339	FALSE	FALSE	Gallus gallus	Annexin A2	1:Experimental evidence at protein level	2.65	1	0.999	0	1	0	1	1	0	1	442708.9	0	442708.9	NA	NA	tr|A0A8V0ZZB2|A0A8V0ZZB2_CHICK
sp|P20785|CO6A1_CHICK	P20785	CO6A1_CHICK	COL6A1	1019	FALSE	FALSE	Gallus gallus	Collagen alpha-1(VI) chain	2:Experimental evidence at transcript level	7.46	1	0.9936	0.00109829763866	7	0	1	7	0	1	13748460	0	0	6P(15.9949),9P(15.9949)	NA	NA
sp|P24479|S10AB_CHICK	P24479	S10AB_CHICK	S100A11	101	FALSE	FALSE	Gallus gallus	Protein S100-A11	1:Experimental evidence at protein level	11.88	1	0.9986	0	1	0	1	1	0	1	0	0	0	NA	NA	tr|A0A8V1ACT3|A0A8V1ACT3_CHICK
sp|P28675|PGS2_CHICK	P28675	PGS2_CHICK	DCN	357	FALSE	FALSE	Gallus gallus	Decorin	1:Experimental evidence at protein level	14.01	1	0.999	0	4	0	4	4	0	4	12152195	0	12152195	10C(57.0215),4C(57.0215),4C(57.0215)	NA	tr|A0A1L1RX77|A0A1L1RX77_CHICK
sp|P32429|RL7A_CHICK	P32429	RL7A_CHICK	RPL7A	266	FALSE	FALSE	Gallus gallus	Large ribosomal subunit protein eL8	1:Experimental evidence at protein level	3.38	1	0.999	0	1	0	1	1	0	1	446896.56	0	446896.56	NA	NA	tr|A0A8V1AFP6|A0A8V1AFP6_CHICK
sp|P51887|FMOD_CHICK	P51887	FMOD_CHICK	FMOD	380	FALSE	FALSE	Gallus gallus	Fibromodulin	2:Experimental evidence at transcript level	7.11	1	0.9989	0	3	0	3	4	0	4	14179635	0	14179635	10C(57.0215),10C(57.0215),3M(15.9949)	NA	tr|A0A1D5NTY7|A0A1D5NTY7_CHICK, tr|A0A8V1A6G5|A0A8V1A6G5_CHICK
sp|P60706|ACTB_CHICK	P60706	ACTB_CHICK	ACTB	375	FALSE	FALSE	Gallus gallus	Actin, cytoplasmic 1	1:Experimental evidence at protein level	16	1	0.999	0	4	0	1	4	0	1	3622550.5	0	0	NA	NA	NA
sp|P62801|H4_CHICK	P62801	H4_CHICK	H4-I	103	FALSE	FALSE	Gallus gallus	Histone H4	1:Experimental evidence at protein level	21.36	1	0.999	0	2	0	2	2	0	2	2602327	0	2602327	NA	NA	sp|P70081|H48_CHICK
sp|P68034|ACTC_CHICK	P68034	ACTC_CHICK	ACTC1	377	FALSE	FALSE	Gallus gallus	Actin, alpha cardiac muscle 1	3:Protein inferred from homology	9.81	1	0.999	0	3	0	0	3	0	0	1098205.2	0	0	NA	NA	tr|A0A8V0XLI0|A0A8V0XLI0_CHICK
sp|Q04619|HS90B_CHICK	Q04619	HS90B_CHICK	HSP90AB1	725	FALSE	FALSE	Gallus gallus	Heat shock cognate protein HSP 90-beta	2:Experimental evidence at transcript level	2.76	1	0.999	0	1	0	0	1	0	0	444472.38	0	0	NA	NA	NA
sp|Q5ZL72|CH60_CHICK	Q5ZL72	CH60_CHICK	HSPD1	573	FALSE	FALSE	Gallus gallus	60 kDa heat shock protein, mitochondrial	1:Experimental evidence at protein level	3.84	1	0.999	0	1	0	1	1	0	1	1144742.5	0	1144742.5	NA	NA	NA
