Protein	Protein ID	Entry Name	Gene	Length	Is Decoy	Is Contaminant	Organism	Protein Description	Protein Existence	Coverage	Protein Probability	Top Peptide Probability	Protein Qvalue	Total Peptides	Unique Peptides	Razor Peptides	Total Spectral Count	Unique Spectral Count	Razor Spectral Count	Total Intensity	Unique Intensity	Razor Intensity	Razor Assigned Modifications	Razor Observed Modifications	Indistinguishable Proteins
sp|O57391|ENOG_CHICK	O57391	ENOG_CHICK	ENO2	434	FALSE	FALSE	Gallus gallus	Gamma-enolase	2:Experimental evidence at transcript level	3.46	1	0.999	0	1	0	0	1	0	0	700805.3	0	0	NA	NA	NA
sp|O73885|HSP7C_CHICK	O73885	HSP7C_CHICK	HSPA8	646	FALSE	FALSE	Gallus gallus	Heat shock cognate 71 kDa protein	1:Experimental evidence at protein level	9.91	1	0.999	0	5	0	2	5	0	2	8039794	0	2035106	NA	NA	NA
sp|O93510|GELS_CHICK	O93510	GELS_CHICK	GSN	778	FALSE	FALSE	Gallus gallus	Gelsolin	2:Experimental evidence at transcript level	14.65	1	0.999	0	7	0	7	8	0	8	8362584.5	0	8362584.5	NA	NA	tr|A0A8V1A570|A0A8V1A570_CHICK, tr|A0A8V1AA30|A0A8V1AA30_CHICK, tr|A0A8V1ACT8|A0A8V1ACT8_CHICK, tr|A0A8V1ACU4|A0A8V1ACU4_CHICK, tr|A0A8V1AHE5|A0A8V1AHE5_CHICK
sp|P00356|G3P_CHICK	P00356	G3P_CHICK	GAPDH	333	FALSE	FALSE	Gallus gallus	Glyceraldehyde-3-phosphate dehydrogenase	2:Experimental evidence at transcript level	42.64	1	0.999	0	10	4	10	16	8	16	33522168	31417696	33522168	13C(57.0215),13C(57.0215),13C(57.0215),2P(15.9949),13M(15.9949),13M(15.9949)	NA	NA
sp|P00565|KCRM_CHICK	P00565	KCRM_CHICK	CKM	381	FALSE	FALSE	Gallus gallus	Creatine kinase M-type	1:Experimental evidence at protein level	17.59	1	0.999	0	5	5	5	7	7	7	9126075	9126075	9126075	NA	NA	NA
sp|P00940|TPIS_CHICK	P00940	TPIS_CHICK	TPI1	248	FALSE	FALSE	Gallus gallus	Triosephosphate isomerase	1:Experimental evidence at protein level	18.95	1	0.999	0	2	2	2	3	3	3	2824925.5	2824925.5	2824925.5	14C(57.0215)	NA	NA
sp|P01994|HBA_CHICK	P01994	HBA_CHICK	HBAA	142	FALSE	FALSE	Gallus gallus	Hemoglobin subunit alpha-A	1:Experimental evidence at protein level	41.55	1	0.999	0	4	0	3	4	0	3	19357614	0	19357614	NA	NA	NA
sp|P02001|HBAD_CHICK	P02001	HBAD_CHICK	HBAD	141	FALSE	FALSE	Gallus gallus	Hemoglobin subunit alpha-D	1:Experimental evidence at protein level	31.21	1	0.999	0	3	0	3	3	0	3	4292983	0	4292983	NA	NA	tr|A0A8V0Z399|A0A8V0Z399_CHICK
sp|P02112|HBB_CHICK	P02112	HBB_CHICK	HBB	147	FALSE	FALSE	Gallus gallus	Hemoglobin subunit beta	1:Experimental evidence at protein level	34.01	1	0.999	0	4	0	4	6	0	6	21663956	0	21663956	19M(15.9949),19M(15.9949)	NA	NA
sp|P02197|MYG_CHICK	P02197	MYG_CHICK	MB	154	FALSE	FALSE	Gallus gallus	Myoglobin	1:Experimental evidence at protein level	7.14	1	0.999	0	1	1	1	1	1	1	2399447.8	2399447.8	2399447.8	NA	NA	NA
sp|P02263|H2A4_CHICK	P02263	H2A4_CHICK	NA	129	FALSE	FALSE	Gallus gallus	Histone H2A-IV	1:Experimental evidence at protein level	27.13	1	0.999	0	3	0	3	4	0	4	266454240	0	266454240	NA	NA	sp|P35062|H2A3_CHICK, sp|P70082|H2AJ_CHICK, tr|A0A8V0Y8M9|A0A8V0Y8M9_CHICK, tr|A0A8V0YEW2|A0A8V0YEW2_CHICK, tr|A0A8V0YH12|A0A8V0YH12_CHICK, tr|A0A8V0YH91|A0A8V0YH91_CHICK, tr|A0A8V0YLZ9|A0A8V0YLZ9_CHICK
sp|P02272|H2AV_CHICK	P02272	H2AV_CHICK	H2AZ2	128	FALSE	FALSE	Gallus gallus	Histone H2A.V	1:Experimental evidence at protein level	12.5	1	0.9989	0	2	0	0	2	0	0	190720912	0	0	NA	NA	sp|Q5ZMD6|H2AZ_CHICK, tr|A0A8V0XGQ4|A0A8V0XGQ4_CHICK, tr|A0A8V0Z9F2|A0A8V0Z9F2_CHICK
