Protein	Protein ID	Entry Name	Gene	Length	Is Decoy	Is Contaminant	Organism	Protein Description	Protein Existence	Coverage	Protein Probability	Top Peptide Probability	Protein Qvalue	Total Peptides	Unique Peptides	Razor Peptides	Total Spectral Count	Unique Spectral Count	Razor Spectral Count	Total Intensity	Unique Intensity	Razor Intensity	Razor Assigned Modifications	Razor Observed Modifications	Indistinguishable Proteins
sp|P02457|CO1A1_CHICK	P02457	CO1A1_CHICK	COL1A1	1453	FALSE	FALSE	Gallus gallus	Collagen alpha-1(I) chain	1:Experimental evidence at protein level	14.73	1	0.999	0	12	0	11	19	0	17	15911936	0	15911936	11P(15.9949),12P(15.9949),12P(15.9949),3P(15.9949),12P(15.9949),8P(15.9949),12P(15.9949),8P(15.9949),14K(15.9949),24P(15.9949),3P(15.9949),14K(15.9949),24P(15.9949),3P(15.9949),14P(15.9949),6M(15.9949),9P(15.9949),14P(15.9949),6M(15.9949),9P(15.9949),15P(15.9949),2P(15.9949),6M(15.9949),15P(15.9949),2P(15.9949),6M(15.9949),18K(15.9949),24P(15.9949),9P(15.9949),18K(15.9949),24P(15.9949),9P(15.9949),18K(15.9949),29P(15.9949),8P(15.9949),3P(15.9949),3P(15.9949),9P(15.9949),3P(15.9949),9P(15.9949),3P(15.9949),9P(15.9949),6P(15.9949)	NA	NA
sp|P02460|CO2A1_CHICK	P02460	CO2A1_CHICK	COL2A1	859	FALSE	FALSE	Gallus gallus	Collagen alpha-1(II) chain (Fragment)	2:Experimental evidence at transcript level	1.63	1	0.999	0	1	0	1	2	0	2	2935065.5	0	2935065.5	14K(15.9949),3P(15.9949),6P(15.9949),3P(15.9949),6P(15.9949)	NA	NA
sp|P02588|TNNC2_CHICK	P02588	TNNC2_CHICK	TNNC2	163	FALSE	FALSE	Gallus gallus	Troponin C, skeletal muscle	1:Experimental evidence at protein level	12.27	1	0.9988	0	2	0	2	2	0	2	1615556.4	0	1615556.4	NA	NA	NA
sp|P02606|MLEC_CHICK	P02606	MLEC_CHICK	NA	194	FALSE	FALSE	Gallus gallus	Myosin light chain 1, cardiac muscle	1:Experimental evidence at protein level	8.25	1	0.9926	0.00109829763866	1	0	1	1	0	1	885194.9	0	885194.9	NA	NA	tr|F1P5V6|F1P5V6_CHICK
sp|P04268|TPM1_CHICK	P04268	TPM1_CHICK	TPM1	284	FALSE	FALSE	Gallus gallus	Tropomyosin alpha-1 chain	1:Experimental evidence at protein level	20.77	1	0.9986	0	7	0	3	8	0	3	16986828	0	4233946.5	NA	NA	NA
sp|P0C1H3|H2B1_CHICK	P0C1H3	H2B1_CHICK	H2B-I	126	FALSE	FALSE	Gallus gallus	Histone H2B 1/2/3/4/6	1:Experimental evidence at protein level	7.14	1	0.999	0	1	0	1	1	0	1	1743070.1	0	1743070.1	NA	NA	sp|P0C1H4|H2B5_CHICK, sp|Q9PSW9|H2B8_CHICK, tr|A0A3Q2UDI2|A0A3Q2UDI2_CHICK, tr|A0A8V0XUE3|A0A8V0XUE3_CHICK, tr|A0A8V0XYS9|A0A8V0XYS9_CHICK, tr|A0A8V0Y0N0|A0A8V0Y0N0_CHICK, tr|A0A8V0YNS6|A0A8V0YNS6_CHICK, tr|A0A8V0YVN2|A0A8V0YVN2_CHICK
sp|P0C1H5|H2B7_CHICK	P0C1H5	H2B7_CHICK	H2B-VII	126	FALSE	FALSE	Gallus gallus	Histone H2B 7	1:Experimental evidence at protein level	7.14	1	0.9984	0	1	0	0	1	0	0	1743070.1	0	0	NA	NA	NA
sp|P13538|MYSS_CHICK	P13538	MYSS_CHICK	NA	1939	FALSE	FALSE	Gallus gallus	Myosin heavy chain, skeletal muscle, adult	1:Experimental evidence at protein level	13.62	1	0.9983	0	27	2	2	35	2	2	49552156	1810417.1	1810417.1	NA	NA	NA
sp|P15988|CO6A2_CHICK	P15988	CO6A2_CHICK	COL6A2	1022	FALSE	FALSE	Gallus gallus	Collagen alpha-2(VI) chain	2:Experimental evidence at transcript level	3.03	1	0.999	0	2	0	2	2	0	2	2238984	0	2238984	9P(15.9949)	NA	tr|A0A8V0YP01|A0A8V0YP01_CHICK, tr|A0A8V0YQN9|A0A8V0YQN9_CHICK
sp|P20785|CO6A1_CHICK	P20785	CO6A1_CHICK	COL6A1	1019	FALSE	FALSE	Gallus gallus	Collagen alpha-1(VI) chain	2:Experimental evidence at transcript level	0.69	1	0.9936	0.00109829763866	1	0	0	1	0	0	7870272	0	0	NA	NA	NA
