Protein	Protein ID	Entry Name	Gene	Length	Is Decoy	Is Contaminant	Organism	Protein Description	Protein Existence	Coverage	Protein Probability	Top Peptide Probability	Protein Qvalue	Total Peptides	Unique Peptides	Razor Peptides	Total Spectral Count	Unique Spectral Count	Razor Spectral Count	Total Intensity	Unique Intensity	Razor Intensity	Razor Assigned Modifications	Razor Observed Modifications	Indistinguishable Proteins
sp|P02457|CO1A1_CHICK	P02457	CO1A1_CHICK	COL1A1	1453	FALSE	FALSE	Gallus gallus	Collagen alpha-1(I) chain	1:Experimental evidence at protein level	60.22	1	0.999	0	82	7	80	501	28	492	71153189000	18833704	71153189000	10M(15.9949),10M(15.9949),10M(15.9949),12P(15.9949),40P(15.9949),10M(15.9949),33P(15.9949),7P(15.9949),10M(15.9949),37P(15.9949),40P(15.9949),10M(15.9949),40P(15.9949),7P(15.9949),10M(15.9949),7P(15.9949),10M(15.9949),7P(15.9949),10P(15.9949),10P(15.9949),10P(15.9949),10P(15.9949),10P(15.9949),10P(15.9949),12P(15.9949),38K(15.9949),10P(15.9949),13P(15.9949),10P(15.9949),13P(15.9949),10P(15.9949),19K(15.9949),10P(15.9949),19K(15.9949),4P(15.9949),10P(15.9949),19K(15.9949),4P(15.9949),10P(15.9949),19K(15.9949),4P(15.9949),10P(15.9949),19K(15.9949),4P(15.9949),10P(15.9949),19K(15.9949),4P(15.9949),10P(15.9949),35P(15.9949),38K(15.9949),10P(15.9949),4P(15.9949),10P(15.9949),4P(15.9949),10P(15.9949),4P(15.9949),10P(15.9949),4P(15.9949),10P(15.9949),9P(15.9949),11K(15.9949),18P(15.9949),23P(15.9949),11K(15.9949),23P(15.9949),24P(15.9949),11K(15.9949),23P(15.9949),24P(15.9949),11K(15.9949),24P(15.9949),26P(15.9949),11K(15.9949),24P(15.9949),26P(15.9949),11M(15.9949),12K(15.9949),3P(15.9949),11M(15.9949),3P(15.9949),9P(15.9949),11P(15.9949),11P(15.9949),11P(15.9949),11P(15.9949),11P(15.9949),12P(15.9949),11P(15.9949),12P(15.9949),11P(15.9949),14P(15.9949),11P(15.9949),15P(15.9949),11P(15.9949),15P(15.9949),11P(15.9949),15P(15.9949),29K(15.9949),11P(15.9949),18K(15.9949),23P(15.9949),11P(15.9949),18P(15.9949),11P(15.9949),20P(15.9949),30K(15.9949),11P(15.9949),20P(15.9949),30K(15.9949),11P(15.9949),24P(15.9949),11P(15.9949),30M(15.9949),6P(15.9949),11P(15.9949),3P(15.9949),11P(15.9949),3P(15.9949),11P(15.9949),3P(15.9949),11P(15.9949),5P(15.9949),11P(15.9949),8P(15.9949),11P(15.9949),8P(15.9949),11P(15.9949),9P(15.9949),11P(15.9949),9P(15.9949),11P(15.9949),9P(15.9949),11P(15.9949),9P(15.9949),11P(15.9949),9P(15.9949),12K(15.9949),12K(15.9949),12K(15.9949),12K(15.9949),12K(15.9949),14P(15.9949),3P(15.9949),12K(15.9949),14P(15.9949),3P(15.9949),12K(15.9949),15P(15.9949),12K(15.9949),15P(15.9949),3P(15.9949),12K(15.9949),15P(15.9949),3P(15.9949),12K(15.9949),30P(15.9949),32P(15.9949),12K(15.9949),3P(15.9949),12K(15.9949),3P(15.9949),12K(15.9949),3P(15.9949),12K(15.9949),6M(15.9949),9P(15.9949),12K(15.9949),9P(15.9949),12K(15.9949),9P(15.9949),12K(15.9949),9P(15.9949),12P(15.9949),12P(15.9949),12P(15.9949),12P(15.9949),12P(15.9949),12P(15.9949),12P(15.9949),12P(15.9949),12P(15.9949),12P(15.9949),12P(15.9949),12P(15.9949),12P(15.9949),13P(15.9949),16M(15.9949),12P(15.9949),14P(15.9949),12P(15.9949),14P(15.9949),12P(15.9949),15K(15.9949),12P(15.9949),15K(15.9949),21P(15.9949),12P(15.9949),15K(15.9949),24P(15.9949),12P(15.9949),15K(15.9949),2P(15.9949),12P(15.9949),15M(15.9949),6P(15.9949),12P(15.9949),15P(15.9949),12P(15.9949),15P(15.9949),12P(15.9949),15P(15.9949),12P(15.9949),15P(15.9949),12P(15.9949),15P(15.9949),12P(15.9949),15P(15.9949),29K(15.9949),12P(15.9949),16M(15.9949),18P(15.9949),12P(15.9949),16P(15.9949),12P(15.9949),18P(15.9949),12P(15.9949),18P(15.9949),12P(15.9949),18P(15.9949),12P(15.9949),18P(15.9949),26K(15.9949),12P(15.9949),18P(15.9949),29K(15.9949),12P(15.9949),19P(15.9949),12P(15.9949),20P(15.9949),30K(15.9949),12P(15.9949),21P(15.9949),30K(15.9949),12P(15.9949),22K(15.9949),28P(15.9949),12P(15.9949),24K(15.9949),9P(15.9949),12P(15.9949),24P(15.9949),12P(15.9949),24P(15.9949),12P(15.9949),26K(15.9949),8P(15.9949),12P(15.9949),26K(15.9949),8P(15.9949),12P(15.9949),26K(15.9949),9P(15.9949),12P(15.9949),27P(15.9949),30K(15.9949),12P(15.9949),30K(15.9949),12P(15.9949),30K(15.9949),3P(15.9949),12P(15.9949),30K(15.9949),3P(15.9949),12P(15.9949),30K(15.9949),3P(15.9949),12P(15.9949),30K(15.9949),6P(15.9949),12P(15.9949),30P(15.9949),12P(15.9949),3P(15.9949),12P(15.9949),3P(15.9949),12P(15.9949),3P(15.9949),12P(15.9949),3P(15.9949),12P(15.9949),3P(15.9949),12P(15.9949),3P(15.9949),12P(15.9949),3P(15.9949),12P(15.9949),3P(15.9949),12P(15.9949),3P(15.9949),12P(15.9949),3P(15.9949),12P(15.9949),3P(15.9949),6K(15.9949),12P(15.9949),5P(15.9949),12P(15.9949),5P(15.9949),12P(15.9949),5P(15.9949),12P(15.9949),6P(15.9949),12P(15.9949),6P(15.9949),12P(15.9949),6P(15.9949),12P(15.9949),6P(15.9949),12P(15.9949),6P(15.9949),12P(15.9949),8P(15.9949),12P(15.9949),8P(15.9949),12P(15.9949),8P(15.9949),12P(15.9949),8P(15.9949),12P(15.9949),8P(15.9949),12P(15.9949),8P(15.9949),12P(15.9949),9P(15.9949),13P(15.9949),13P(15.9949),9P(15.9949),14K(15.9949),14K(15.9949),23P(15.9949),6P(15.9949),14K(15.9949),24P(15.9949),3P(15.9949),14K(15.9949),24P(15.9949),3P(15.9949),14K(15.9949),24P(15.9949),6P(15.9949),14K(15.9949),26P(15.9949),6P(15.9949),14K(15.9949),3P(15.9949),14K(15.9949),3P(15.9949),5P(15.9949),14K(15.9949),3P(15.9949),5P(15.9949),14K(15.9949),3P(15.9949),6P(15.9949),14P(15.9949),14P(15.9949),14P(15.9949),15P(15.9949),2M(15.9949),14P(15.9949),17P(15.9949),2M(15.9949),14P(15.9949),21P(15.9949),24K(15.9949),14P(15.9949),21P(15.9949),24K(15.9949),14P(15.9949),21P(15.9949),33K(15.9949),14P(15.9949),24K(15.9949),5P(15.9949),14P(15.9949),24K(15.9949),5P(15.9949),14P(15.9949),24K(15.9949),5P(15.9949),14P(15.9949),27K(15.9949),33K(15.9949),14P(15.9949),30K(15.9949),3P(15.9949),14P(15.9949),3P(15.9949),14P(15.9949),5P(15.9949),14P(15.9949),5P(15.9949),6M(15.9949),14P(15.9949),6M(15.9949),14P(15.9949),6M(15.9949),9P(15.9949),14P(15.9949),6M(15.9949),9P(15.9949),15K(15.9949),15K(15.9949),24P(15.9949),8P(15.9949),15K(15.9949),8P(15.9949),15M(15.9949),3P(15.9949),6P(15.9949),15P(15.9949),15P(15.9949),15P(15.9949),15P(15.9949),15P(15.9949),15P(15.9949),15P(15.9949),18K(15.9949),8P(15.9949),15P(15.9949),18K(15.9949),9P(15.9949),15P(15.9949),18K(15.9949),9P(15.9949),15P(15.9949),18P(15.9949),15P(15.9949),18P(15.9949),2M(15.9949),15P(15.9949),18P(15.9949),8K(15.9949),15P(15.9949),18P(15.9949),8K(15.9949),15P(15.9949),20P(15.9949),15P(15.9949),21P(15.9949),24K(15.9949),15P(15.9949),24K(15.9949),15P(15.9949),24K(15.9949),33K(15.9949),15P(15.9949),24K(15.9949),3P(15.9949),15P(15.9949),24K(15.9949),6P(15.9949),15P(15.9949),24K(15.9949),6P(15.9949),15P(15.9949),24K(15.9949),8P(15.9949),15P(15.9949),24P(15.9949),15P(15.9949),26K(15.9949),36P(15.9949),15P(15.9949),2P(15.9949),6M(15.9949),15P(15.9949),2P(15.9949),6M(15.9949),15P(15.9949),3P(15.9949),15P(15.9949),3P(15.9949),6M(15.9949),15P(15.9949),5P(15.9949),15P(15.9949),6M(15.9949),9P(15.9949),15P(15.9949),6M(15.9949),9P(15.9949),15P(15.9949),8P(15.9949),15P(15.9949),8P(15.9949),15P(15.9949),9P(15.9949),15P(15.9949),9P(15.9949),16M(15.9949),18P(15.9949),16M(15.9949),18P(15.9949),25P(15.9949),16M(15.9949),19P(15.9949),25P(15.9949),16M(15.9949),19P(15.9949),3P(15.9949),16P(15.9949),16P(15.9949),16P(15.9949),9P(15.9949),17P(15.9949),18P(15.9949),26K(15.9949),17P(15.9949),18P(15.9949),2M(15.9949),17P(15.9949),18P(15.9949),6K(15.9949),17P(15.9949),35P(15.9949),17P(15.9949),6K(15.9949),17P(15.9949),6K(15.9949),18K(15.9949),18K(15.9949),18K(15.9949),24P(15.9949),9P(15.9949),18K(15.9949),24P(15.9949),9P(15.9949),18K(15.9949),3P(15.9949),9P(15.9949),18K(15.9949),5P(15.9949),18K(15.9949),5P(15.9949),9P(15.9949),18P(15.9949),18P(15.9949),18P(15.9949),18P(15.9949),18P(15.9949),20P(15.9949),18P(15.9949),21P(15.9949),30M(15.9949),18P(15.9949),24K(15.9949),9P(15.9949),18P(15.9949),24K(15.9949),9P(15.9949),18P(15.9949),24K(15.9949),9P(15.9949),18P(15.9949),24P(15.9949),30M(15.9949),18P(15.9949),26K(15.9949),42P(15.9949),18P(15.9949),36P(15.9949),18P(15.9949),6K(15.9949),18P(15.9949),6K(15.9949),18P(15.9949),6K(15.9949),18P(15.9949),6K(15.9949),9P(15.9949),18P(15.9949),6K(15.9949),9P(15.9949),18P(15.9949),6K(15.9949),9P(15.9949),18P(15.9949),9P(15.9949),18P(15.9949),9P(15.9949),18P(15.9949),9P(15.9949),19P(15.9949),19P(15.9949),24P(15.9949),20P(15.9949),21P(15.9949),30K(15.9949),20P(15.9949),26K(15.9949),42P(15.9949),20P(15.9949),6K(15.9949),9P(15.9949),20P(15.9949),6K(15.9949),9P(15.9949),20P(15.9949),6K(15.9949),9P(15.9949),20P(15.9949),8P(15.9949),21P(15.9949),21P(15.9949),24P(15.9949),30K(15.9949),21P(15.9949),24P(15.9949),30M(15.9949),21P(15.9949),25P(15.9949),21P(15.9949),27P(15.9949),30K(15.9949),21P(15.9949),30K(15.9949),21P(15.9949),30P(15.9949),9K(15.9949),21P(15.9949),9P(15.9949),21P(15.9949),9P(15.9949),22K(15.9949),27P(15.9949),9P(15.9949),23P(15.9949),9P(15.9949),24K(15.9949),24P(15.9949),24P(15.9949),24P(15.9949),24P(15.9949),24P(15.9949),24P(15.9949),30K(15.9949),24P(15.9949),30M(15.9949),24P(15.9949),30M(15.9949),3P(15.9949),24P(15.9949),8P(15.9949),25P(15.9949),26K(15.9949),39P(15.9949),9P(15.9949),26K(15.9949),41P(15.9949),8P(15.9949),26P(15.9949),26P(15.9949),8P(15.9949),26P(15.9949),9P(15.9949),27K(15.9949),5P(15.9949),6P(15.9949),27P(15.9949),33P(15.9949),36K(15.9949),29P(15.9949),3P(15.9949),2P(15.9949),2P(15.9949),3P(15.9949),2P(15.9949),5P(15.9949),6M(15.9949),2P(15.9949),6M(15.9949),9P(15.9949),2P(15.9949),6M(15.9949),9P(15.9949),2P(15.9949),8P(15.9949),2P(15.9949),8P(15.9949),2P(15.9949),8P(15.9949),2P(15.9949),9P(15.9949),2P(15.9949),9P(15.9949),2P(15.9949),9P(15.9949),30M(15.9949),3P(15.9949),6P(15.9949),30M(15.9949),3P(15.9949),9P(15.9949),30M(15.9949),5P(15.9949),6P(15.9949),30M(15.9949),6P(15.9949),9P(15.9949),30M(15.9949),6P(15.9949),9P(15.9949),30P(15.9949),33M(15.9949),9K(15.9949),32P(15.9949),3P(15.9949),35P(15.9949),6P(15.9949),8K(15.9949),35P(15.9949),8K(15.9949),9P(15.9949),3P(15.9949),3P(15.9949),3P(15.9949),3P(15.9949),3P(15.9949),3P(15.9949),3P(15.9949),3P(15.9949),3P(15.9949),3P(15.9949),3P(15.9949),3P(15.9949),3P(15.9949),5P(15.9949),3P(15.9949),5P(15.9949),3P(15.9949),5P(15.9949),3P(15.9949),5P(15.9949),6M(15.9949),3P(15.9949),6M(15.9949),3P(15.9949),6M(15.9949),9P(15.9949),3P(15.9949),6P(15.9949),3P(15.9949),6P(15.9949),3P(15.9949),6P(15.9949),3P(15.9949),8P(15.9949),3P(15.9949),9P(15.9949),3P(15.9949),9P(15.9949),3P(15.9949),9P(15.9949),3P(15.9949),9P(15.9949),3P(15.9949),9P(15.9949),42P(15.9949),5P(15.9949),6M(15.9949),5P(15.9949),6M(15.9949),5P(15.9949),6P(15.9949),5P(15.9949),9P(15.9949),6K(15.9949),6K(15.9949),6M(15.9949),6M(15.9949),6M(15.9949),6M(15.9949),9P(15.9949),6M(15.9949),9P(15.9949),6P(15.9949),6P(15.9949),6P(15.9949),6P(15.9949),6P(15.9949),6P(15.9949),6P(15.9949),6P(15.9949),6P(15.9949),6P(15.9949),6P(15.9949),9K(15.9949),6P(15.9949),9K(15.9949),6P(15.9949),9K(15.9949),6P(15.9949),9K(15.9949),6P(15.9949),9P(15.9949),6P(15.9949),9P(15.9949),6P(15.9949),9P(15.9949),7P(15.9949),7P(15.9949),8K(15.9949),8K(15.9949),8P(15.9949),9P(15.9949),9K(15.9949),9K(15.9949),9P(15.9949),9P(15.9949),9P(15.9949),9P(15.9949),9P(15.9949),9P(15.9949),9P(15.9949),9P(15.9949),9P(15.9949),9P(15.9949),9P(15.9949)	NA	NA
sp|P02460|CO2A1_CHICK	P02460	CO2A1_CHICK	COL2A1	859	FALSE	FALSE	Gallus gallus	Collagen alpha-1(II) chain (Fragment)	2:Experimental evidence at transcript level	30.85	1	0.999	0	14	12	14	38	29	38	13875826700	111378336	13875826700	12K(15.9949),27P(15.9949),32M(15.9949),12P(15.9949),12P(15.9949),21P(15.9949),30K(15.9949),12P(15.9949),9P(15.9949),12P(15.9949),9P(15.9949),14K(15.9949),3P(15.9949),6P(15.9949),14K(15.9949),3P(15.9949),6P(15.9949),14P(15.9949),15P(15.9949),24K(15.9949),14P(15.9949),24K(15.9949),14P(15.9949),24K(15.9949),8P(15.9949),15P(15.9949),24K(15.9949),15P(15.9949),24K(15.9949),3P(15.9949),15P(15.9949),24K(15.9949),3P(15.9949),15P(15.9949),24K(15.9949),3P(15.9949),15P(15.9949),24K(15.9949),6P(15.9949),15P(15.9949),24K(15.9949),8P(15.9949),15P(15.9949),6P(15.9949),16K(15.9949),19P(15.9949),31P(15.9949),16K(15.9949),24P(15.9949),31P(15.9949),17K(15.9949),6P(15.9949),9P(15.9949),18P(15.9949),24P(15.9949),21P(15.9949),30K(15.9949),3P(15.9949),24K(15.9949),27P(15.9949),31P(15.9949),27P(15.9949),32M(15.9949),33P(15.9949),30K(15.9949),3P(15.9949),9P(15.9949),3P(15.9949),3P(15.9949),6P(15.9949),3P(15.9949),6P(15.9949),6P(15.9949),6P(15.9949),8P(15.9949),9P(15.9949),9P(15.9949)	NA	NA
sp|P04268|TPM1_CHICK	P04268	TPM1_CHICK	TPM1	284	FALSE	FALSE	Gallus gallus	Tropomyosin alpha-1 chain	1:Experimental evidence at protein level	7.39	1	0.9986	0	3	0	0	7	0	0	43501272	0	0	NA	NA	NA
sp|P07583|LEG4_CHICK	P07583	LEG4_CHICK	CG-1B	135	FALSE	FALSE	Gallus gallus	Beta-galactoside-binding lectin	1:Experimental evidence at protein level	13.33	1	0.999	0	1	0	1	1	0	1	934188.2	0	934188.2	NA	NA	NA
sp|P07898|PGCA_CHICK	P07898	PGCA_CHICK	ACAN	2109	FALSE	FALSE	Gallus gallus	Aggrecan core protein	1:Experimental evidence at protein level	0.95	1	0.9989	0	1	0	1	1	0	1	0	0	0	NA	NA	tr|A0A8V0ZJN1|A0A8V0ZJN1_CHICK
sp|P08250|APOA1_CHICK	P08250	APOA1_CHICK	APOA1	264	FALSE	FALSE	Gallus gallus	Apolipoprotein A-I	1:Experimental evidence at protein level	13.64	1	0.9989	0	3	0	3	3	0	3	9048613	0	9048613	4M(15.9949)	NA	NA
sp|P09654|VIME_CHICK	P09654	VIME_CHICK	VIM	460	FALSE	FALSE	Gallus gallus	Vimentin	3:Protein inferred from homology	14.57	1	0.9967	6.2853551226e-4	5	0	0	6	0	0	19586638	0	0	NA	NA	NA
sp|P12105|CO3A1_CHICK	P12105	CO3A1_CHICK	COL3A1	1262	FALSE	FALSE	Gallus gallus	Collagen alpha-1(III) chain (Fragment)	2:Experimental evidence at transcript level	18.78	1	0.999	0	14	0	14	30	0	30	10460297200	0	10460297200	11K(15.9949),18P(15.9949),26P(15.9949),11M(15.9949),6P(15.9949),11P(15.9949),18P(15.9949),27K(15.9949),12K(15.9949),27P(15.9949),33P(15.9949),12K(15.9949),3P(15.9949),9P(15.9949),12P(15.9949),6P(15.9949),14P(15.9949),18K(15.9949),9P(15.9949),14P(15.9949),9P(15.9949),15K(15.9949),3P(15.9949),6P(15.9949),16M(15.9949),19P(15.9949),4P(15.9949),18K(15.9949),23P(15.9949),5P(15.9949),18K(15.9949),27P(15.9949),8P(15.9949),18K(15.9949),27P(15.9949),9P(15.9949),18K(15.9949),5P(15.9949),9P(15.9949),18K(15.9949),8P(15.9949),9P(15.9949),19P(15.9949),9P(15.9949),21K(15.9949),26P(15.9949),8P(15.9949),23P(15.9949),9P(15.9949),3P(15.9949),5P(15.9949),3P(15.9949),6P(15.9949),3P(15.9949),8P(15.9949),3P(15.9949),9P(15.9949),3P(15.9949),9P(15.9949),4P(15.9949),5P(15.9949),6P(15.9949),9P(15.9949)	NA	NA
sp|P13731|SERPH_CHICK	P13731	SERPH_CHICK	SERPINH1	405	FALSE	FALSE	Gallus gallus	Serpin H1	1:Experimental evidence at protein level	3.7	1	0.999	0	1	0	1	1	0	1	0	0	0	NA	NA	tr|A0A8V0XBU4|A0A8V0XBU4_CHICK
sp|P15988|CO6A2_CHICK	P15988	CO6A2_CHICK	COL6A2	1022	FALSE	FALSE	Gallus gallus	Collagen alpha-2(VI) chain	2:Experimental evidence at transcript level	5.68	1	0.999	0	4	0	4	4	0	4	73198336	0	73198336	3P(15.9949),8P(15.9949),9P(15.9949)	NA	tr|A0A8V0YP01|A0A8V0YP01_CHICK, tr|A0A8V0YQN9|A0A8V0YQN9_CHICK
